term_lang,word,conv_def,slang_def
EN,budget,a sum of money allocated for a particular purpose,"adj.  Uncool, cheap, second-hand, home-made, ghetto."
EN,buff,an ardent follower and admirer,muscular.
EN,bug,general term for any insect or similar creeping or crawling invertebrate,an undesired aspect of something that causes it to exhibit an unwanted response in a particular situation.
EN,bull,uncastrated adult male of domestic cattle,a friend.
EN,bullet,a projectile that is fired from a gun,a type of cocaine paraphernalia.
EN,bully,a cruel and brutal fellow,a bull terrier dog.
EN,bump,a lump on the body caused by a blow,"like ""forget that"", used to express dislike. (bump you!)"
EN,bun,small rounded bread either plain or sweet,ugly.
EN,bunghole,a hole in a barrel or cask; used to fill or empty it,"the anus; ""butt hole"".  Popularized by Beavis, of the animated series Beavis and Butthead."
EN,bunk,a long trough for feeding cattle,boring.
EN,burger,United States jurist appointed chief justice of the United States Supreme Court by Richard Nixon (1907-1995),"""cool""; ""awesome"".This definition is questionable and is pending deletion.  It will be saved from deletion if legitimate citations are found."
EN,burn,pain that feels hot as if it were on fire,exclamation upon hearing a particularly witty or impressive insult.
EN,burned,destroy by fire,"having smoked so much marijuana that a person is slow, dumb, or act like they are under the influence when they aren't.  Usually someone who has been smoking on a regular basis for several years.  Pronounced burnt."
EN,burner,an apparatus for burning fuel (or refuse),a handgun.
EN,bush,a low woody perennial plant usually having several major stems,"a person as Gross, ugly, disgusting or disgusting."
EN,bust,a complete failure,an event with a displeasing outcome.  See also non-bust.
EN,butt,thick end of the handle,"extremely ugly.  A shortened form of ""butt ugly""."
EN,butty,a sandwich,sandwich.
EN,buzz,sound of rapid vibration,to be high from Ecstasy (MDMA).
EN,cabbage,any of various types of cabbage,"verb; to steal with, or without, the victim's knowledge."
EN,caboose,the area for food preparation on a ship,the buttocks.
EN,cake,a block of solid substance (such as soap or wax),displeasing.
EN,candy,a rich sweet made of flavored sugar and often combined with fruit or nuts,vagina.This definition is questionable and is pending deletion.  It will be saved from deletion if legitimate citations are found.
EN,cane,a stick that people can lean on to help them walk,"to hurt.  Is used when something is in a lot of pain, when something hurts. Possibly originates from the pain of being caned?"
EN,cap,a tight-fitting headdress,a bullet.
EN,card,one of a set of small pieces of stiff paper marked in various ways and used for playing games or for telling fortunes,"to ask for a person\'s identification (e.g. driver\'s license) for proof of age.  (In New York, the term was ""proofed."")"
EN,cash,money in the form of bills or coins,"very good, excellent; ""cool""."
EN,catcher,(baseball) the person who plays the position of catcher,"a person who catches.  That is, in homosexual male sex, to perform in the female role (i.e. ""receiving end"")."
EN,cave,a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea,to succumb to pressure.
EN,cell,any small compartment,cell phone.
EN,cereal,grass whose starchy grains are used as food: wheat; rice; rye; oats; maize; buckwheat; millet,"serious, not kidding."
EN,certifiable,fit to be certified as insane (and treated accordingly),insane.
EN,change,an event that occurs when something passes from one state or phase to another,to kill. i.e. change your essence from the physical back to the spiritual.  origin: these city streets.
EN,chap,a boy or man,"a person, usually male."
EN,chaser,a person who is pursuing and trying to overtake or capture,"a drink consumed after an alcoholic drink, especially fruit juice or cola after a shot of liquor."
EN,check,a written order directing a bank to pay money,"ok, or yes."
EN,cheddar,a village in southwestern England where cheddar cheese was first made,"money.  Usually pronounced ""chedda."""
EN,cheese,a solid food prepared from the pressed curd of milk,an attractive male.This definition is questionable and is pending deletion.  It will be saved from deletion if legitimate citations are found.
EN,cheesy,of very poor quality; flimsy,"lacking in taste; ""lame""; ""corny""."
EN,cherry,wood of any of various cherry trees especially the black cherry,"by extension of cherry meaning hymen / virginal (as described below,) unused or in mint condition."
EN,chew,a wad of something chewable as tobacco,"to be of poor quality, displeasing."
EN,chick,young bird especially of domestic fowl,one's girlfriend.
EN,chicken,the flesh of a chicken used for food,afraid.
EN,chief,a person who is in charge,sarcastic term for someone who thinks they have superiority over you but does not.
EN,chill,coldness due to a cold environment,"great, awesome; ""cool""."
EN,chilling,the process of becoming cooler; a falling temperature,fun or relaxing.  Also chill.
EN,choice,the person or thing chosen or selected,"perfect, great, excellent; ""cool""; ""awesome""."
EN,choke,a coil of low resistance and high inductance used in electrical circuits to pass direct current and attenuate alternating current,marijuana
EN,chopper,a grounder that bounces high in the air,an AK-47 assault rifle.  From New Orleans rap.
EN,chubby,sufficiently fat so as to have a pleasing fullness of figure,an erection.
EN,chuck,informal terms for a meal,affectionate form of address.  From northern England.
EN,chummy,(used colloquially) having the relationship of friends or pals,"between two people or groups, friendly."
EN,chump,a person who is gullible and easy to take advantage of,"displeasing, stupid.This definition is questionable and is pending deletion.  It will be saved from deletion if legitimate citations are found."
EN,cinch,any undertaking that is easy to do,an easy task.
EN,clam,burrowing marine mollusk living on sand or mud; the shell closes with viselike firmness,Musician's slang for a wrong note.
EN,clean,a weightlift in which the barbell is lifted to shoulder height and then jerked overhead,"nice, excellent, worthy of envy; ""cool""; ""tight""; ""awesome""; etc."
EN,click,a short light metallic sound,one kilometer.
EN,clip,a metal frame or container holding cartridges; can be inserted into an automatic gun,speed.
EN,clobber,informal terms for personal possessions,to strike a heavy blow.
EN,clock,a timepiece that shows the time of day,a scale used to measure illegal drugs.
EN,clod,a compact mass,"""oaf""; ""klutz""; ""dope""."
EN,clutch,the act of grasping,"great; ""awesome""; ""cool""."
EN,cock,obscene terms for penis,"absolutely superior, better than the bestThis definition is questionable and is pending deletion.  It will be saved from deletion if legitimate citations are found."
EN,coin,a flat metal piece (usually a disc) used as money,money.
EN,coke,carbon fuel produced by distillation of coal,Coca-Cola.
EN,cold,a mild viral infection involving the nose and respiratory passages (but not the lungs),attractive.
EN,collar,a band that fits around the neck and is usually folded over,an arrest.
EN,college,the body of faculty and students of a college,"having to do with college, such as partying, sports, women - but not academics or work."
EN,come,the thick white fluid containing spermatozoa that is ejaculated by the male genital tract,to ejaculate.
EN,con,an argument opposed to a proposal,"shortened form of ""conference.""  Usually used with a descriptor."
EN,cookie,any of various small flat sweet cakes (`biscuit' is the British term),a cigarette.This definition is questionable and is pending deletion.  It will be saved from deletion if legitimate citations are found.
EN,cool,the quality of being at a refreshingly low temperature,"very good, excellent, interesting, fun, etc."
EN,coot,slate-black slow-flying birds somewhat resembling ducks,very cute.
EN,cooter,large river turtle of the southern United States and northern Mexico,female genitalia.
EN,cougar,large American feline resembling a lion,a middle-aged woman who seeks out much younger men for romance or physical intimacy.
