lang,slang,conv_def_en,conv_def,slang_definition,slang_definition_en,vanilla_cos_sim,vanilla_cos_dist,vanilla_euclidean,vanilla_manhattan,trained_cos_sim,trained_cos_dist,trained_euclidean,trained_manhattan
en,stump,The bottom part of a tree left projecting from the ground after most of the trunk has fallen or been cut down,The bottom part of a tree left projecting from the ground after most of the trunk has fallen or been cut down,to leave a person without an answer,to leave a person without an answer,0.17771187,0.82228816,1.2824103,27.943504,0.4015215,0.5984785,1.0940554,24.314548
en,stunt double,A trained professional who stands in for an actor in order to perform dangerous or physically demanding stunts,A trained professional who stands in for an actor in order to perform dangerous or physically demanding stunts,a look-a-like; doppelganger,a look-a-like; doppelganger,0.28140068,0.7185993,1.1988322,25.868053,0.40809816,0.59190184,1.0880274,24.070583
en,stupid,Having or showing a great lack of intelligence or common sense,Having or showing a great lack of intelligence or common sense,styling.,styling.,0.0557765,0.9442235,1.3742077,29.120415,0.19878843,0.8012116,1.2658685,28.177155
en,sty,A pigsty,A pigsty,"a pig sty, i.e. an extremely messy or dirty place","a pig sty, i.e. an extremely messy or dirty place",0.74930966,0.25069034,0.7080824,15.1073885,0.72181773,0.27818227,0.74589854,16.663452
en,styling,"The way in which something is made , designed , or performed","The way in which something is made , designed , or performed","very good, excellent;","very good, excellent;",0.20055357,0.79944646,1.2644733,26.787663,0.28851008,0.7114899,1.1928872,26.42551
en,suave,"( especially of a man ) charming , confident , and elegant","( especially of a man ) charming , confident , and elegant",adj. Acting a certain way that has a sophisticated charm.  2. Substitute for the word cool,adj. Acting a certain way that has a sophisticated charm.  2. Substitute for the word cool,0.47234458,0.5276554,1.0272833,22.139668,0.42590064,0.57409936,1.0715402,24.023891
en,submarine,"A warship with a streamlined hull designed to operate completely submerged in the sea for long periods , equipped with a periscope and typically armed with torpedoes or missiles","A warship with a streamlined hull designed to operate completely submerged in the sea for long periods , equipped with a periscope and typically armed with torpedoes or missiles",to destroy,to destroy,0.28088194,0.71911806,1.1992648,25.379238,0.30701935,0.69298065,1.1772686,26.229301
en,sucker,A flat or concave organ enabling an animal to cling to a surface by suction,A flat or concave organ enabling an animal to cling to a surface by suction,an imbecile,an imbecile,0.23175518,0.7682448,1.2395521,26.239235,0.5174518,0.48254818,0.9823932,21.836407
en,sugar,"A sweet crystalline substance obtained from various plants , especially sugar cane and sugar beet , consisting essentially of sucrose , and used as a sweetener in food and drink","A sweet crystalline substance obtained from various plants , especially sugar cane and sugar beet , consisting essentially of sucrose , and used as a sweetener in food and drink",name for an attractive friend,name for an attractive friend,0.100429155,0.8995708,1.3413209,28.503801,0.20984806,0.79015195,1.2571014,27.42855
en,suit,"A set of outer clothes made of the same fabric and designed to be worn together , typically consisting of a jacket and trousers or a jacket and skirt","A set of outer clothes made of the same fabric and designed to be worn together , typically consisting of a jacket and trousers or a jacket and skirt","pejorative term used for management / consulting / executive types, who are more likely to wear business suits than the average worker","pejorative term used for management / consulting / executive types, who are more likely to wear business suits than the average worker",0.20370059,0.7962994,1.2619821,27.116219,0.3681193,0.6318807,1.1241714,25.08
en,sunshine,"Direct sunlight unbroken by cloud , especially over a comparatively large area","Direct sunlight unbroken by cloud , especially over a comparatively large area",form of address for a cowardly male person,form of address for a cowardly male person,0.011209838,0.98879015,1.4062647,30.284801,-0.11551234,1.1155124,1.4936615,32.52465
en,sup,Take ( drink or liquid food ) by sips or spoonfuls,Take ( drink or liquid food ) by sips or spoonfuls,"a greeting, similar to What\'s going on?  A shortened version of","a greeting, similar to What\'s going on?  A shortened version of",0.11680104,0.883199,1.329059,28.183506,0.20333585,0.7966641,1.262271,27.61979
en,super,( of a manufactured product ) very good ; superfine,( of a manufactured product ) very good ; superfine,a landlord.  From superintendent,a landlord.  From superintendent,0.122793585,0.87720644,1.3245425,27.775707,0.2244387,0.77556133,1.2454407,27.946926
en,surface,The outside part or uppermost layer of something,The outside part or uppermost layer of something,"in a computing user interface, to present something to the user.  Often used in reference to settings","in a computing user interface, to present something to the user.  Often used in reference to settings",0.2458682,0.7541318,1.2281139,25.895523,0.20439686,0.79560316,1.2614303,28.127949
en,suspect,"Have an idea or impression of the existence , presence , or truth of ( something ) without certain proof","Have an idea or impression of the existence , presence , or truth of ( something ) without certain proof",questionable,questionable,0.42299604,0.57700396,1.0742476,22.650452,0.52554107,0.47445893,0.9741241,21.569801
en,swag,A curtain or piece of fabric fastened so as to hang in a drooping curve,A curtain or piece of fabric fastened so as to hang in a drooping curve,an approximation or educated guess.  Acronym of scientific wild-assed guess.  Contrast with the less-precise wag (wild-assed guess),an approximation or educated guess.  Acronym of scientific wild-assed guess.  Contrast with the less-precise wag (wild-assed guess),0.2192666,0.7807334,1.2495867,26.89135,0.22856241,0.7714376,1.2421253,27.872215
en,swagger,Walk or behave in a very confident and arrogant or self - important way,Walk or behave in a very confident and arrogant or self - important way,"a person's style, attitude, general demeanor","a person's style, attitude, general demeanor",0.64965945,0.35034055,0.837067,17.81968,0.5939058,0.4060942,0.901215,19.967255
en,swallow,"Cause or allow ( something , especially food or drink ) to pass down the throat","Cause or allow ( something , especially food or drink ) to pass down the throat",to swallow a man's ejaculate during oral sex,to swallow a man's ejaculate during oral sex,0.56094944,0.43905056,0.9370704,20.085274,0.62056506,0.37943494,0.8711315,19.298767
en,swap,Take part in an exchange of,Take part in an exchange of,"to move information between one\'s memory and some other source of information, e.g. a book.  (These respectively correspond to fast-access memory and slower storage referred to in the origin section below.)","to move information between one\'s memory and some other source of information, e.g. a book.  (These respectively correspond to fast-access memory and slower storage referred to in the origin section below.)",0.12553802,0.874462,1.3224689,27.49244,0.3916172,0.6083828,1.103071,24.33179
en,sway,Move or cause to move slowly or rhythmically backwards and forwards or from side to side,Move or cause to move slowly or rhythmically backwards and forwards or from side to side,To hit with great force; knock out,To hit with great force; knock out,0.21398258,0.7860174,1.2538081,26.345474,0.46265948,0.5373405,1.0366683,23.056442
en,sweat,"Moisture exuded through the pores of the skin , typically in profuse quantities as a reaction to heat , physical exertion , fever , or fear","Moisture exuded through the pores of the skin , typically in profuse quantities as a reaction to heat , physical exertion , fever , or fear",to worry,to worry,0.23165506,0.76834494,1.239633,26.543934,0.28256083,0.7174392,1.1978639,26.655449
en,sweet,"Having the pleasant taste characteristic of sugar or honey ; not salt , sour , or bitter","Having the pleasant taste characteristic of sugar or honey ; not salt , sour , or bitter","good, excellent, fun; cool","good, excellent, fun; cool",0.34402424,0.65597576,1.1454045,24.415455,0.35502255,0.64497745,1.1357619,25.440388
en,sweetness,The quality of being sweet,The quality of being sweet,interjection of delight;,interjection of delight;,0.58057857,0.41942143,0.9158836,19.356846,0.67617047,0.32382953,0.80477273,17.71273
en,sweet pea,"A climbing plant of the pea family , widely cultivated for its colourful fragrant flowers","A climbing plant of the pea family , widely cultivated for its colourful fragrant flowers","form of address for a person, usually female","form of address for a person, usually female",0.009654142,0.99034584,1.4073706,30.261282,0.1297025,0.8702975,1.3193161,29.349884
en,swell,"( especially of a part of the body ) become larger or rounder in size , typically as a result of an accumulation of fluid","( especially of a part of the body ) become larger or rounder in size , typically as a result of an accumulation of fluid","good, cool","good, cool",0.108935654,0.89106435,1.3349639,28.186909,0.21196684,0.7880331,1.2554148,27.605366
en,swerve,Change or cause to change direction abruptly,Change or cause to change direction abruptly,(adj) 1. Good-looking (,(adj) 1. Good-looking (,0.10551429,0.8944857,1.3375244,28.626158,0.32119706,0.67880297,1.1651635,25.558506
en,sword fight,A combat using swords as weapons,A combat using swords as weapons,a gathering with many more males than females,a gathering with many more males than females,0.20759866,0.7924013,1.2588894,27.169752,0.266258,0.733742,1.2113975,26.999416
en,system,A set of things working together as parts of a mechanism or an interconnecting network ; a complex whole,A set of things working together as parts of a mechanism or an interconnecting network ; a complex whole,a computer system,a computer system,0.41605464,0.5839454,1.0806899,23.453012,0.41346264,0.58653736,1.0830858,24.277988
en,ta,( in the UK ) Territorial Army,( in the UK ) Territorial Army,thank you.  Used predominantly in the UK and Australia,thank you.  Used predominantly in the UK and Australia,0.32360494,0.67639506,1.163095,25.285168,0.28893965,0.71106035,1.1925269,26.383432
en,tackle,The equipment required for a task or sport,The equipment required for a task or sport,the male genitalia.  Also known as wedding tackle,the male genitalia.  Also known as wedding tackle,0.27613476,0.7238653,1.2032168,25.140526,0.49579647,0.50420356,1.0041947,22.496569
